Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Gregory Soto","BAL",,,,,,,,,,,164.62237548828125,34.11626434326172,,,4.165202617645264,18.103370666503906,1.5037586688995361,1.5419797897338867,42.879547119140625,,,2.368594661682495,,0.26047216845193094,0.109969076881609,0.15050309157032193,0.23718828403057354,,0.3050651550664347,,,,,,,740.4500122070312,,,,,,,-113.11123661994935,,-27.324591159820557,,,,,,,,,,,,,,,,,,,,"Gregory Soto","19677",642397
"Gregory Santos","SEA",,,,,,,,,,,151.22755432128906,32.67435073852539,,,3.137739896774292,12.621922492980957,0.38703352212905884,1.7287043333053589,36.29558563232422,,,2.8755988362714295,,0.2400064313360036,0.08346311325094348,0.1565433180850601,0.24111671911786944,,0.3035840829088109,,,,,,,723.1400146484375,,,,,,,-94.00822186470032,,-11.251327872276306,,,,,,,,,,,,,,,,,,,,"Gregory Santos","21894",666619
"Craig Yoho","MIL",,,,,,,,,,,127.66575622558594,26.679365158081055,,,3.0204288959503174,11.633611679077148,0.3602284789085388,1.4487841129302979,32.07162857055664,,,2.7568075551496114,,0.2512155923306947,0.09112554551057926,0.1600900468201154,0.23550083491286028,,0.29811198257755206,,,,,,,999,,,,,,,-81.62155506610871,,-14.369505882263184,,,,,,,,,,,,,,,,,,,,"Craig Yoho","sa3023032",684974
"Cade Smith","CLE",,,,,,,,,,,156.22764587402344,30.121021270751953,,,3.551429033279419,12.306259155273438,0.3578204810619354,1.7739627361297607,47.20172882080078,,,3.835587096390218,,0.30213428972016015,0.07877132812458032,0.22336296159557983,0.2143782533940858,,0.29120074056757006,,,,,,,368.2799987792969,,,,,,,-69.83444044589996,,5.9942145347595215,,,,,,,,,,,,,,,,,,,,"Cade Smith","27867",671922
"Domingo Gonzalez","ATL",,,,,,,,,,,50.93117904663086,10.888251304626465,,,1.381029725074768,4.708745002746582,0.14371012151241302,0.785270094871521,11.653019905090332,,,2.4747613001539044,,0.2287993351660134,0.09245309240603708,0.1363462427599763,0.24270938127890437,,0.293870291226679,,,,,,,999,,,,,,,-38.4721244931221,,-11.12939190864563,,,,,,,,,,,,,,,,,,,,"Domingo Gonzalez","sa3007495",682445
"Nick Hernandez","HOU",,,,,,,,,,,78.378173828125,16.808626174926758,,,2.60381817817688,6.60678243637085,0.20511199533939362,0.8798815011978149,18.062705993652344,,,2.7339640994102887,,0.23045581584054176,0.08429365107253993,0.1461621647680018,0.24068605360631928,,0.28326155924556695,,,,,,,999,,,,,,,-62.0639714717865,,-20.184216141700745,,,,,,,,,,,,,,,,,,,,"Nick Hernandez","19281",663321
"Luis Gil","NYY",,,,,,,,,,,221.9816436767578,44.35295867919922,,,6.456127643585205,22.87645149230957,0.0932973325252533,2.3056480884552,58.0921630859375,,,2.539386980776563,,0.26169804909873245,0.10305560006403722,0.15864244903469524,0.22849068819138563,,0.2870053990642889,,,,,,,472.3699951171875,,,,,,,-154.0900351524353,,-43.29163193702698,,,,,,,,,,,,,,,,,,,,"Luis Gil","21052",661563
"Jared Shuster","CHW",,,,,,,,,,,106.25733184814453,25.614242553710938,,,3.7699952125549316,9.846200942993164,0.8736624121665955,0.3004758656024933,18.66600227355957,,,1.8957567879866222,,0.17566789932421512,0.09266373220310725,0.08300416712110786,0.26950369981488886,,0.2957622760461121,,,,,,,999,,,,,,,-106.07599763274193,,-42.11796364188194,,,,,,,,,,,,,,,,,,,,"Jared Shuster","27472",694363
"John Rooney","MIA",,,,,,,,,,,67.50798797607422,15.631278038024902,,,1.8965699672698975,7.115360260009766,0.6779301762580872,0.7165460586547852,12.62053394317627,,,1.7737027335224413,,0.18694874964499258,0.10540027148389534,0.08154847816109724,0.26402048726106997,,0.3032939710345211,,,,,,,999,,,,,,,-62.223784565925605,,-22.91006064414978,,,,,,,,,,,,,,,,,,,,"John Rooney","sa3008417",680701
"Ian Gibaut","CIN",,,,,,,,,,,109.02979278564453,24.45697021484375,,,3.3067116737365723,8.87186336517334,0.279134601354599,1.1597403287887573,23.74428939819336,,,2.6763587784052216,,0.21777799252425678,0.08137100088427811,0.13640699163997866,0.2503299729789965,,0.2944017780350474,,,,,,,999,,,,,,,-86.86690843105316,,-25.593484044075012,,,,,,,,,,,,,,,,,,,,"Ian Gibaut","17871",664139
